idx,image_path,gt_answer,pass_count,runs,pass_rate,keep,cod_preview,predictions_preview
9708,./geothought_images/geothought_09708.jpg,100.0,5,5,1.0,True,"AB \perp BC \land EC \perp BC \implies \angle ABD = \angle ECD = 90^\circ
\angle ADB = \angle EDC
\triangle ABD \sim \triangle ECD
\frac{AB}{EC} = \frac{BD}{DC}
BD = 120.0, DC = 60.0, EC = 50.0
AB = \",100.0 || 100.0 || 100.0
9709,./geothought_images/geothought_09709.jpg,\frac{1,0,5,0.0,False,"ABCD \text{ parallelogram} \implies AD \parallel BC \land AD = BC
AD = 6.0 \land AD = BC \implies BC = 6.0
DE = 3.0
AD = 6.0 \land DE = 3.0 \implies AE = AD - DE = 3.0
AD \parallel BC \implies \angle ",1/2 || 1/2 || 1/2
9710,./geothought_images/geothought_09710.jpg,20,5,5,1.0,True,"AC = BD = 10.0
EH = \frac{1}{2} BD
HG = \frac{1}{2} AC
GF = \frac{1}{2} BD
FE = \frac{1}{2} AC
EH = 5.0
HG = 5.0
GF = 5.0
FE = 5.0
Perimeter(EFGH) = EH + HG + GF + FE
Perimeter(EFGH) = 5.0 + 5.0 + 5.0",20.0 || 20.0 || 20.0
9711,./geothought_images/geothought_09711.jpg,18,5,5,1.0,True,"AH \perp BC \implies \angle AHB = \angle AHC = 90^\circ
AD \text{ diameter of } (O) \implies \angle ABD = 90^\circ
\angle ADB = \angle ACB
△ABD \sim △AHC
\frac{AD}{AC} = \frac{AB}{AH}
AD = 2R
\frac{2R",18 || 18 || 18
9712,./geothought_images/geothought_09712.jpg,3,0,5,0.0,False,"DE \parallel BC \implies \angle ADE = \angle ABC
\angle A = \angle A \land \angle ADE = \angle ABC \implies \triangle ADE \sim \triangle ABC
AD/DB = 1/2 \Rightarrow \exists t>0:\ AD=t,\ DB=2t \Rightar",2/3 || 2/3 || 2/3
9713,./geothought_images/geothought_09713.jpg,30,5,5,1.0,True,"DE \parallel BC \implies \triangle ADE \sim \triangle ABC \quad (\text{AA})
AB = AD + DB = 2.0 + 4.0 = 6.0
\frac{AD}{AB} = \frac{2.0}{6.0} = \frac{1}{3}
\frac{P_{\triangle ADE}}{P_{\triangle ABC}} = \",30.0 || 30.0 || 30.0
9714,./geothought_images/geothought_09714.jpg,54,5,5,1.0,True,"AE = x, EB = 2x \implies AB = AE + EB = 3x
AB = CD \implies CD = 3x
\frac{AE}{CD} = \frac{x}{3x} = \frac{1}{3}
AB \parallel CD \implies \angle EAF = \angle DCF
AB \parallel CD \implies \angle AFE = \a",54 || 54 || 54
9715,./geothought_images/geothought_09715.jpg,8,5,5,1.0,True,"DE \parallel AB \implies \triangle CDE \sim \triangle CAB
FG \parallel AB \implies \triangle CFG \sim \triangle CAB
Let h_1 = \text{height}_{C}(\triangle CDE),\ h_3 = \text{height}_{C}(\triangle CAB)
",8 || 8 || 8
9716,./geothought_images/geothought_09716.jpg,4.8,5,5,1.0,True,"AB = \sqrt{AC^2 + BC^2} = \sqrt{12^2 + 5^2} = \sqrt{169} = 13
DG \perp AC \wedge BC \perp AC \implies DG \parallel BC
\angle AEG = \angle ABC
DF \perp AB \implies \angle DFE = 90^\circ = \angle ACB
\a",4.8 || 4.8 || 4.8
9717,./geothought_images/geothought_09717.jpg,6,5,5,1.0,True,"AB \parallel CD
\angle FEA = \angle DEC
\angle FAE = \angle CDE
\triangle FAE \sim \triangle CDE
\frac{AF}{CD} = \frac{AE}{ED}
AE = 2 \cdot ED \implies \frac{AE}{ED} = 2
\frac{AF}{CD} = 2
CD = 3.0
\fr",6 || 6 || 6
9718,./geothought_images/geothought_09718.jpg,4.0,5,5,1.0,True,"\angle ABC = 150^\circ
180^\circ - \angle ABC = 30^\circ
\sin(30^\circ) = \frac{h}{BC}
BC = 8.0
\sin(30^\circ) = 0.5
h = BC \cdot \sin(30^\circ)
h = 8.0 \cdot 0.5 = 4.0",4.0 || 4.0 || 4.0
9719,./geothought_images/geothought_09719.jpg,70,5,5,1.0,True,"a \parallel b \land \ell \text{ is a transversal} \implies \angle 1 \text{ and } \angle 2 \text{ are alternate interior angles}
\text{Alternate interior angles} \implies m\angle 1 = m\angle 2
m\angle ",70.0 || 70.0 || 70.0
9720,./geothought_images/geothought_09720.jpg,11.7,5,5,1.0,True,"AC = 20.0, \alpha = 30^\circ \implies \text{Vertical component of } AC = AC \cdot \sin \alpha = 20.0 \cdot \sin 30^\circ = 10.0
\text{Total height to eyes at } C = \text{Vertical component of } AC + 1",11.7 || 11.7 || 11.7
9721,./geothought_images/geothought_09721.jpg,50,5,5,1.0,True,"OB = OC \implies \triangle OBC \text{ isosceles with } \angle OBC = \angle OCB
\angle OCB = 40^\circ \implies \angle OBC = 40^\circ
\angle BOC = 180^\circ - \angle OBC - \angle OCB
\angle BOC = 180^\c",50 || 50 || 50
9722,./geothought_images/geothought_09722.jpg,\frac{\sqrt{3,0,5,0.0,False,"l^2 = x^2 + h^2 \implies x^2 = l^2 - h^2
x = \sqrt{l^2 - h^2}
With l = 10.0, h = 5.0: x = \sqrt{10.0^2 - 5.0^2} = \sqrt{100 - 25} = \sqrt{75} = 5\sqrt{3}
\tan \theta = \frac{h}{x}
h = 5.0, x = 5\sqrt{",0.577 || 0.577 || 0.577
9723,./geothought_images/geothought_09723.jpg,120,5,5,1.0,True,"\angle CDE = 150^\circ \implies \angle CDB = 180^\circ - \angle CDE = 30^\circ
AB \parallel CD \land BD \text{ transversal} \implies \angle ABD = \angle CDB = 30^\circ
BE \text{ bisects } \angle ABC \",120 || 120 || 120
9724,./geothought_images/geothought_09724.jpg,2000,5,5,1.0,True,"BD \parallel AC \land \alpha = \angle BAC \Rightarrow \tan \alpha = \tan \angle BAC
\frac{3}{4} = \frac{BC}{AC},\ BC = 1200 \Rightarrow AC = \frac{1200 \cdot 4}{3} = 1600
AB^2 = AC^2 + BC^2
AB^2 = 160",2000 || 2000 || 2000
9725,./geothought_images/geothought_09725.jpg,35,5,5,1.0,True,"\angle BOC \text{ central angle intercepting arc } BC \land \angle BAC \text{ inscribed angle intercepting arc } BC
\angle BAC = \tfrac{1}{2} \angle BOC
\angle BOC = 70.0^\circ \implies \angle BAC = \",35.0° || 35.0° || 35.0°
9726,./geothought_images/geothought_09726.jpg,55,5,5,1.0,True,"\angle 1 + \angle EDC = 180^\circ
\angle 1 = 145^\circ \implies \angle EDC = 180^\circ - 145^\circ = 35^\circ
DE \parallel BC \land DC \text{ is a transversal} \implies \angle C = \angle EDC
\angle BA",55° || 55 || 55°
9727,./geothought_images/geothought_09727.jpg,25,5,5,1.0,True,"AB \text{ diameter in circle } O \implies \angle ACB = 90^\circ
\angle ABC = 180^\circ - \angle CAB - \angle ACB = 180^\circ - 65^\circ - 90^\circ = 25^\circ
\angle ADC = \angle ABC \quad (\text{same ",25.0 || 25.0 || 25.0
9728,./geothought_images/geothought_09728.jpg,15,5,5,1.0,True,"∠ABD = 90^\circ, ∠ADB = 45^\circ ⇒ tan(45^\circ) = AB/DB ⇒ AB/DB = 1 ⇒ AB = DB
∠ABC = 90^\circ, ∠ACB = 30^\circ ⇒ tan(30^\circ) = AB/CB ⇒ AB/CB = 1/√3 ⇒ CB = AB√3
D ∈ CB ⇒ ∠ADC = 180^\circ − ∠ADB = 13",15° || 15° || 15°
9729,./geothought_images/geothought_09729.jpg,180,5,5,1.0,True,"\angle ABD = 180^\circ - \angle A - \angle D
\angle CBE = 180^\circ - \angle C - \angle E
\angle ABD + \angle B + \angle CBE = 180^\circ
(180^\circ - \angle A - \angle D) + \angle B + (180^\circ - \an",180° || 180° || 180°
9730,./geothought_images/geothought_09730.jpg,15,5,5,1.0,True,"CD \perp AD \implies \angle CDA = 90^\circ
\angle CAD = 30^\circ
\angle CBD = 45^\circ
\angle ACD = 90^\circ - \angle CAD = 60^\circ
\angle BCD = 90^\circ - \angle CBD = 45^\circ
\angle ACB = \angle A",15.0 || 15° || 15.0
9731,./geothought_images/geothought_09731.jpg,140,5,5,1.0,True,"AB \parallel CD \land BC \text{ transversal} \implies \angle B = \angle C
\angle B = 40^\circ \implies \angle C = 40^\circ
BC \parallel DE \land CD \text{ transversal} \implies \angle C + \angle D = 1",140 || 140 || 140
9732,./geothought_images/geothought_09732.jpg,100.0,0,5,0.0,False,"\angle BAC = 45^\circ, \angle ACB = 90^\circ \implies \angle ABC = 180^\circ - 45^\circ - 90^\circ = 45^\circ
\angle BAC = \angle ABC = 45^\circ \implies BC = AC
AC = 100.0 \text{ m} \implies BC = 100",100.0米 || 100.0米 || 100.0米
9733,./geothought_images/geothought_09733.jpg,36,5,5,1.0,True,"ABCD \text{ parallelogram} \implies \angle ADC = \angle ABC
\angle ADC = 54^\circ \implies \angle ABC = 54^\circ
BE \text{ diameter of circle } O \implies \angle BAE = 90^\circ
C \in BE \implies \angl",36 || 36 || 36
9734,./geothought_images/geothought_09734.jpg,7.5,5,5,1.0,True,"\triangle ABC: BC = 1.2, \tan A = \frac{3}{4}, \tan A = \frac{BC}{AB} \implies \frac{3}{4} = \frac{1.2}{AB}
\frac{3}{4} = \frac{1.2}{AB} \implies AB = 1.2 \cdot \frac{4}{3} = 1.6
AF = AB + BF, BF = 8.",7.5 || 7.5 || 7.5
9735,./geothought_images/geothought_09735.jpg,30,5,5,1.0,True,"\angle AOC = \angle 1 + \angle 2
\angle 1 = \angle AOC - \angle 2
\angle AOC = 70.0^\circ
\angle 2 = 40.0^\circ
\angle 1 = \angle AOC - \angle 2 = 70.0^\circ - 40.0^\circ = 30.0^\circ",30.0° || 30.0° || 30.0°
9736,./geothought_images/geothought_09736.jpg,2400.0,5,5,1.0,True,"AC \perp BC \land \angle C = 90^\circ.
BC \parallel \text{horizontal line} \Rightarrow \angle B = \alpha = 30^\circ.
\triangle ABC: \text{opposite to } \angle B \text{ is } AC = 1200.0,\ AB \text{ is ",2400.0 || 2400.0 || 2400.0
9737,./geothought_images/geothought_09737.jpg,6,5,5,1.0,True,"AB = 3.0 \land CD = 3.0
ABCD \text{ parallelogram} \Rightarrow AB \parallel CD \land AD \parallel BC
AD = 3x \land AE = 2x \Rightarrow ED = AD - AE = x \land \frac{AE}{ED} = \frac{2x}{x} = 2
F \text{ ",6.0 || 6.0 || 6.0
9738,./geothought_images/geothought_09738.jpg,\( \frac{4}{3} \),0,5,0.0,False,"AB = BC = CA = 6, PC = 4, BP = BC - PC = 2, ∠ABC = ∠ACB = ∠BAC = 60^\circ
∠C = ∠B = 60^\circ
∠DPC = ∠BAP
ΔPCD ∼ ΔABP
\frac{PC}{AB} = \frac{CD}{BP}
PC = 4, AB = 6, BP = 2 ⇒ \frac{4}{6} = \frac{CD}{2}
4",4/3 || 4/3 || 4/3
9739,./geothought_images/geothought_09739.jpg,\( \boxed{\frac{\sqrt{3}}{3}} \),0,5,0.0,False,"\text{Three identical partitions yield equal central angles; } \theta = \frac{360^\circ}{3} = 120^\circ.
\ c = 2 r \sin\left(\frac{\theta}{2}\right); c = 2.0,\ \theta = 120^\circ \implies 2.0 = 2 r \s",0.577 || [Final Answer] || [Final Answer]
9740,./geothought_images/geothought_09740.jpg,16.0,5,5,1.0,True,"AB \text{ tangent to the inner circle at } C \implies C \in AB \land OC \perp AB
OC \perp AB \implies AB \text{ is bisected by } OC \implies AB = 2 \cdot AC
OA = 10.0, OC = 6.0, \angle OCA = 90^\circ ",16.0 || 16.0 || 16.0
9741,./geothought_images/geothought_09741.jpg,40,5,5,1.0,True,"OA \perp PA \implies \angle OAP = 90^\circ
OB \perp PB \implies \angle OBP = 90^\circ
\angle AOB = 2 \angle ACB = 2 \cdot 70^\circ = 140^\circ
\angle OAP + \angle OBP + \angle AOB + \angle P = 360^\ci",40.0 || 40 || 40.0
9742,./geothought_images/geothought_09742.jpg,40,5,5,1.0,True,"\angle 1 = 120^\circ \implies 180^\circ - \angle 1 = 60^\circ
\angle 6 = 60^\circ
\angle 2 + \angle 3 + \angle 6 = 180^\circ
\angle 2 = 80^\circ
80^\circ + \angle 3 + 60^\circ = 180^\circ
\angle 3 = 4",40.0 || 40.0 || 40.0
9743,./geothought_images/geothought_09743.jpg,40,5,5,1.0,True,"OC \perp DC \implies \angle OCD = 90^\circ
OA = OC \implies \angle OAC = \angle OCA
\angle OAC = 25^\circ \implies \angle OCA = 25^\circ
\angle AOC = 180^\circ - \angle OAC - \angle OCA = 180^\circ - ",40.0 || 40.0 || 40.0
9744,./geothought_images/geothought_09744.jpg,28,5,5,1.0,True,"OA = OC ∧ ∠OAC = ∠OCA; ∠OAC = 31^\circ \Rightarrow ∠OCA = 31^\circ
∠AOC = 180^\circ - ∠OAC - ∠OCA = 180^\circ - 31^\circ - 31^\circ = 118^\circ
OC \perp PC \Rightarrow ∠OCP = 90^\circ
∠COP = 180^\circ",28° || 28° || 28
9745,./geothought_images/geothought_09745.jpg,8,5,5,1.0,True,"AB \text{ tangent to the small circle at } C \implies OC \perp AB
OC \perp AB \implies AC = CB
AB = 2 \cdot AC
OA = 5, \; OC = 3 \Rightarrow OA^2 = OC^2 + AC^2
AC^2 = OA^2 - OC^2 = 25 - 9 = 16
AC = \s",8 || 8 || 8
9746,./geothought_images/geothought_09746.jpg,55,5,5,1.0,True,"OA \perp PA \land OB \perp PB \implies \angle OAP = 90^\circ \land \angle OBP = 90^\circ
OAPB \text{ quadrilateral} \implies \angle OAP + \angle OBP + \angle P + \angle AOB = 360^\circ
90^\circ + 90^\",55° || 55° || 55°
9747,./geothought_images/geothought_09747.jpg,4.0,5,5,1.0,True,"OA \perp AP \implies \angle OAP = 90^\circ
In \triangle OAP, OA^2 + PA^2 = OP^2
OA = 3.0, OP = 5.0
PA^2 = OP^2 - OA^2
PA^2 = 5.0^2 - 3.0^2
PA^2 = 25 - 9
PA^2 = 16
PA = 4.0",4.0 || 4.0 || 4.0
9748,./geothought_images/geothought_09748.jpg,50,5,5,1.0,True,"\angle ABC + \angle ACB = 180^\circ - \angle A = 140^\circ
\angle D = 90^\circ
\angle DBC + \angle DCB = 180^\circ - \angle D = 90^\circ
\angle ABD = x,\quad \angle ACD = y
\angle ABC = \angle ABD + \",50° || 50.0 || 50.0
9749,./geothought_images/geothought_09749.jpg,2,5,5,1.0,True,"AB = AC \land AH \perp BC \land BC = 10 \implies BH = HC = BC/2 = 5
H = (0,0), B = (-5,0), C = (5,0), AH \text{ is the line } x = 0
BF = 8, B = (-5,0) \implies F_x = -5 + 8 = 3 \implies F = (3,0)
ΔBDF",2 || 2 || 2
9750,./geothought_images/geothought_09750.jpg,1.0,5,5,1.0,True,"OA \perp PA, OB \perp PB \implies \angle OAP = 90^\circ, \angle OBP = 90^\circ
\angle APB = 60^\circ \implies \angle APO = \frac{1}{2} \angle APB = 30^\circ
In \triangle OAP, \angle OAP = 90^\circ, \a",1.0 || 1.0 || 1.0
9751,./geothought_images/geothought_09751.jpg,65,5,5,1.0,True,"OA \perp PA, OB \perp PB \implies \angle OAP = 90^\circ, \angle OBP = 90^\circ
\angle OAP + \angle OBP + \angle P + \angle AOB = 360^\circ
90^\circ + 90^\circ + 50^\circ + \angle AOB = 360^\circ \impl",65° || 65.0 || 65.0
9752,./geothought_images/geothought_09752.jpg,4.0,5,5,1.0,True,"AB \text{ is the diameter of } \odot O \implies OA = OC = 2.0
DC \text{ tangent to } \odot O \text{ at } C \implies OC \perp DC
\triangle OCD \text{ is right with } \angle OCD = 90^\circ
OA = OC \impl",4.0 || 4.0 || 4.0
9753,./geothought_images/geothought_09753.jpg,60,5,5,1.0,True,"\angle BAC \text{ inscribed angle subtending arc } BC \land \angle BOC \text{ central angle subtending arc } BC \implies \angle BOC = 2\,\angle BAC
\angle BAC = 30.0^\circ \implies \angle BOC = 2 \tim",60.0° || 60.0 || 60.0°
9754,./geothought_images/geothought_09754.jpg,50,5,5,1.0,True,"BD \text{ is the diameter of circle } O \implies \angle BCD = 90^\circ
\angle BAC \text{ and } \angle BDC \text{ subtend the same arc } BC \implies \angle BDC = \angle BAC = 40^\circ
\angle DBC + \ang",50 || 50 || 50.0
9755,./geothought_images/geothought_09755.jpg,30,5,5,1.0,True,"O \text{ is the center of the circle}, A,B \in \text{circle} \implies \angle AOB = 60^\circ
P \text{ on the major arc } AB \implies \angle APB \text{ intercepts arc } AB
\angle APB = \tfrac{1}{2} \ang",30.0 || 30.0 || 30.0
9756,./geothought_images/geothought_09756.jpg,54,5,5,1.0,True,"ABCD \text{ is a parallelogram} \implies AB \parallel CD \land AB = CD
AE:EB = 1:2 \Rightarrow AE = x,\; EB = 2x,\; AB = AE+EB = 3x,\; CD = AB = 3x
\triangle AEF \sim \triangle CDF \text{ by AA: } \an",54 || 54 || 54
9757,./geothought_images/geothought_09757.jpg,50,5,5,1.0,True,"OB = OC \implies \triangle OBC \text{ isosceles} \implies \angle OBC = \angle OCB
\angle OCB = 40^\circ \implies \angle OBC = 40^\circ
\angle BOC = 180^\circ - \angle OBC - \angle OCB = 180^\circ - 40",50.0 || 50 || 50
9758,./geothought_images/geothought_09758.jpg,120,5,5,1.0,True,"m\angle ABC = \tfrac{1}{2} m\overset{\frown}{AC}
\angle AOC = m\overset{\frown}{AC}
\angle ABC = \tfrac{1}{2} \angle AOC
60^\circ = \tfrac{1}{2} \angle AOC
\angle AOC = 120^\circ",120° || 120° || 120°
9759,./geothought_images/geothought_09759.jpg,70,5,5,1.0,True,"\angle C \text{ inscribed and subtends } \overset{\frown}{AB}, \quad \angle AOB \text{ central and subtends } \overset{\frown}{AB}
\angle AOB = 2 \, \angle C
\angle C = 35^\circ \implies \angle AOB = ",70.0 || 70.0 || 70.0
9760,./geothought_images/geothought_09760.jpg,52,5,5,1.0,True,"\angle AOC + \angle BOC = 180^\circ
\angle BOC = 116^\circ \implies \angle AOC = 180^\circ - 116^\circ = 64^\circ
AD \parallel OC \implies \angle OAD = \angle AOC
OA = OD \implies \angle ODA = \angle ",52 || 52 || 52
9761,./geothought_images/geothought_09761.jpg,20,5,5,1.0,True,"AB \text{ diameter of } \odot O \implies \angle ACB = 90^\circ
\angle CAB = 180^\circ - \angle ACB - \angle CBA = 180^\circ - 90^\circ - 70^\circ = 20^\circ
\angle D \text{ subtends arc } CB \text{ an",20 || 20 || 20
9762,./geothought_images/geothought_09762.jpg,50,5,5,1.0,True,"OB = OC \implies \triangle OBC \text{ is isosceles} \implies \angle OBC = \angle OCB
\angle OCB = 40^\circ \implies \angle OBC = 40^\circ
\angle BOC = 180^\circ - \angle OBC - \angle OCB
\angle OBC = ",50 || 50 || 50
9763,./geothought_images/geothought_09763.jpg,104,5,5,1.0,True,"\angle C = 38^\circ \land \angle C \text{ inscribed intercepts } \widehat{BD} \implies \widehat{BD} = 2 \angle C = 76^\circ
\widehat{AB} = 180^\circ \land \widehat{AB} = \widehat{AD} + \widehat{BD} \i",104 || 104 || 104
9764,./geothought_images/geothought_09764.jpg,40,5,5,1.0,True,"m\angle BOC = 80.0^\circ \implies m(\text{arc } BC) = 80.0^\circ
\angle BAC \text{ intercepts arc } BC \implies \angle BAC = \tfrac{1}{2} m(\text{arc } BC)
\angle BAC = \tfrac{1}{2} \times 80.0^\circ ",40.0° || 40.0° || 40.0°
9765,./geothought_images/geothought_09765.jpg,20,5,5,1.0,True,"AB \text{ diameter of circle } O \implies \text{arc } AB = 180^\circ
\angle AOC = 140^\circ \implies \text{arc } AC = 140^\circ
\text{arc } BC = \text{arc } AB - \text{arc } AC = 180^\circ - 140^\circ",20 || 20.0 || 20.0
9766,./geothought_images/geothought_09766.jpg,112.5,5,5,1.0,True,"OA = OB \implies \angle OAB = \angle OBA
\angle OAB = 22.5^\circ \implies \angle OBA = 22.5^\circ
\angle AOB = 180^\circ - \angle OAB - \angle OBA = 180^\circ - 22.5^\circ - 22.5^\circ = 135^\circ
\te",112.5 || 112.5 || 112.5
9767,./geothought_images/geothought_09767.jpg,35,5,5,1.0,True,"\angle AOB \text{ is a central angle subtending arc } AB \land \angle ACB \text{ is an inscribed angle subtending the same arc } AB
\angle AOB = 2 \cdot \angle ACB
70^\circ = 2 \cdot \angle ACB
\angle",35.0 || 35° || 35°
9768,./geothought_images/geothought_09768.jpg,30,5,5,1.0,True,"AB \text{ is diameter of circle } O \implies \angle ADB = 90^\circ
\triangle ADB: \angle ABD = 180^\circ - \angle BAD - \angle ADB = 180^\circ - 60^\circ - 90^\circ = 30^\circ
\angle ABD \text{ and } ",30.0 || 30.0 || 30.0
9769,./geothought_images/geothought_09769.jpg,60,5,5,1.0,True,"\angle AOB = 2 \angle ACB
\angle ACB = 30^\circ
\angle AOB = 2 \cdot 30^\circ = 60^\circ",60° || 60° || 60°
9770,./geothought_images/geothought_09770.jpg,4.0,5,5,1.0,True,"AM = AB/2 = 4.0
OM = \sqrt{OA^2 - AM^2} = \sqrt{5.0^2 - 4.0^2} = 3.0
\angle AOB + \angle COD = 180^\circ
Let \alpha = \angle AOB \Rightarrow \angle COD = 180^\circ - \alpha
AB^2 = OA^2 + OB^2 - 2\,OA\",4.0 || 4.0 || 4.0
9771,./geothought_images/geothought_09771.jpg,50,5,5,1.0,True,"\angle AOB \text{ is a central angle intercepting arc } AB
\angle ACB \text{ is an inscribed angle intercepting arc } AB
\angle ACB = \tfrac{1}{2} \angle AOB
\angle ACB = \tfrac{1}{2} \cdot 100^\circ ",50.0 || 50.0 || 50.0
9772,./geothought_images/geothought_09772.jpg,50,5,5,1.0,True,"AB \text{ diameter of circle } O \implies \angle ACB = 90^\circ
\angle CAB = \angle CDB
\angle CDB = 40^\circ
\angle CAB = 40^\circ
\angle ABC = 180^\circ - \angle ACB - \angle CAB
\angle ABC = 180^\c",50.0 || 50.0 || 50
9773,./geothought_images/geothought_09773.jpg,35,5,5,1.0,True,"\angle BAC \text{ inscribed subtends arc } BC \implies \angle BOC = 2 \angle BAC
\angle BAC = 55^\circ \implies \angle BOC = 110^\circ
OB = OC \implies \angle OBC = \angle OCB
\angle OBC = \angle OCB ",35 || 35 || 35
9774,./geothought_images/geothought_09774.jpg,20,5,5,1.0,True,"ABCD \text{ parallelogram} \implies \angle ABC = \angle ADC
\angle ADC = 70^\circ \implies \angle ABC = 70^\circ
BE \text{ diameter of circle } O \implies \angle BAE = 90^\circ
\angle ABE + \angle AEB",20 || 20 || 20
9775,./geothought_images/geothought_09775.jpg,70,5,5,1.0,True,"AB \text{ is diameter of } \odot O \implies \angle ADB = 90^\circ
\angle A = \angle C
\angle C = 20^\circ \implies \angle A = 20^\circ
\angle ABD = 180^\circ - \angle ADB - \angle A
180^\circ - \angle",70 || 70 || 70
9776,./geothought_images/geothought_09776.jpg,60,5,5,1.0,True,"AD \text{ diameter of circle } O \implies \angle ACD = 90^\circ
\angle ADC = \angle ABC = 30^\circ
\angle CAD = 180^\circ - \angle ACD - \angle ADC = 180^\circ - 90^\circ - 30^\circ = 60^\circ",60 || 60 || 60
9777,./geothought_images/geothought_09777.jpg,75,5,5,1.0,True,"AB \text{ is the diameter of circle } O \implies \angle ADB = 90^\circ
\angle ACD = \angle ABD \quad (\text{same arc } AD) \implies \angle ABD = 15^\circ
In \triangle ADB, \angle ADB = 90^\circ, \angl",75 || 75 || 75
9778,./geothought_images/geothought_09778.jpg,1,5,5,1.0,True,"AB \text{ is the diameter of circle } O \implies \angle ADB = 90^\circ
\angle DAB = \angle DCB = 30^\circ
\angle DAB = 30^\circ \implies BD = \tfrac{1}{2} AB
BD = 1
BD = 1 \land BD = \tfrac{1}{2} AB \",1 || 1 || 1
9779,./geothought_images/geothought_09779.jpg,48,5,5,1.0,True,"AB \text{ is the diameter of } \odot O \implies \angle ADB = 90^\circ
\angle ABD = \angle ACD \quad (\text{inscribed angles subtend the same arc } \overset{\frown}{AD})
\angle ACD = 42^\circ \implies ",48 || 48 || 48
9780,./geothought_images/geothought_09780.jpg,28,5,5,1.0,True,"O \text{ is circumcenter of } \triangle ABC \implies OA = OC \text{ and } \angle OAC = \angle OCA
\angle AOC = 2 \angle ABC
\angle ABC = 62^\circ \implies \angle AOC = 124^\circ
\angle OAC = \angle OC",28 || 28 || 28
9781,./geothought_images/geothought_09781.jpg,110,5,5,1.0,True,"OA = OC \implies \triangle OAC \text{ isosceles} \implies \angle OAC = \angle OCA
\angle OAC = 40^\circ \implies \angle OCA = 40^\circ
\angle AOC = 180^\circ - \angle OAC - \angle OCA = 180^\circ - 40",110 || 110 || 110
9782,./geothought_images/geothought_09782.jpg,35,5,5,1.0,True,"\angle APD + \angle APC = 180^\circ
\angle APD = 75^\circ \implies \angle APC = 180^\circ - 75^\circ = 105^\circ
\angle PAC = 40^\circ, \angle APC = 105^\circ; \text{let } \angle ACP = x
40^\circ + 10",35° || 35° || 35°
9783,./geothought_images/geothought_09783.jpg,25,5,5,1.0,True,"AB \text{ is diameter of circle } O \implies \angle ACB = 90^\circ
Angles subtend arc BC: \angle D = \angle BAC
\angle D = 65^\circ \implies \angle BAC = 65^\circ
In \triangle ABC, \angle ABC + \angle",25.0 || 25 || 25.0
9784,./geothought_images/geothought_09784.jpg,28,5,5,1.0,True,"OB \perp AC \implies \text{arc } AB = \text{arc } BC
\angle BOC = 56^\circ \implies \text{arc } BC = 56^\circ
\text{arc } AB = \text{arc } BC \implies \text{arc } AB = 56^\circ
\angle ADB = \frac{1}{2",28 || 28.0 || 28
9785,./geothought_images/geothought_09785.jpg,8,5,5,1.0,True,"AB = AC = 4 \implies \triangle ABC \text{ isosceles} \implies \angle ABC = \angle ACB
\angle BAC = 120^\circ \implies 2\angle ABC + 120^\circ = 180^\circ
\angle ABC = \angle ACB = 30^\circ
BD \text{ i",8 || 8 || 8
9786,./geothought_images/geothought_09786.jpg,104.0,5,5,1.0,True,"\angle A \text{ is an inscribed angle subtending arc } BC \text{ of circle } O
\angle BOC \text{ is the central angle subtending arc } BC
\angle BOC = 2 \angle A
\angle A = 52.0^\circ \implies \angle ",104.0 || 104.0 || 104.0
9787,./geothought_images/geothought_09787.jpg,40,5,5,1.0,True,"\angle BOC \text{ central angle ( } O \text{ center, } OB, OC \text{ radii) and } \angle BAC \text{ inscribed angle subtending arc } BC
\angle BOC = 2 \cdot \angle BAC
\angle BAC = \frac{\angle BOC}{2",40° || 40° || 40°
9788,./geothought_images/geothought_09788.jpg,10,5,5,1.0,True,"CD \text{ is the diameter of circle } O \implies \angle CAD = 90^\circ
\triangle CAD \implies \angle CAD + \angle ADC + \angle ACD = 180^\circ
\angle CAD = 90^\circ \land \angle ADC = 80^\circ \implie",10° || 10° || 10°
9789,./geothought_images/geothought_09789.jpg,20,5,5,1.0,True,"OA \perp PA \implies \angle OAP = 90^\circ
OB \perp PB \implies \angle OBP = 90^\circ
OAPB \text{ quadrilateral}: \angle OAP + \angle OBP + \angle P + \angle AOB = 360^\circ
90^\circ + 90^\circ + 40^\",20.0 || 20.0 || 20.0
9790,./geothought_images/geothought_09790.jpg,25,5,5,1.0,True,"\angle AOB \text{ central angle subtending arc } AB
\angle C \text{ inscribed angle subtending arc } AB
\angle C = \frac{1}{2} \angle AOB
\angle AOB = 50^\circ
\angle C = \frac{1}{2} \cdot 50^\circ = ",25.0 || 25.0 || 25°
9791,./geothought_images/geothought_09791.jpg,25,5,5,1.0,True,"OD \perp BC \implies \angle COD = \tfrac{1}{2} \angle BOC
\angle BOC = 100^\circ
\angle COD = \tfrac{1}{2} \angle BOC = 50^\circ
\angle CAD = \tfrac{1}{2} \angle COD
\angle CAD = \tfrac{1}{2} \cdot 50",25 || 25 || 25
9792,./geothought_images/geothought_09792.jpg,30,5,5,1.0,True,"\angle AOB = 60^\circ \implies \text{arc } AB = 60^\circ
AC \perp BD \implies \text{BD bisects arc } AC \implies \text{arc } AB = \text{arc } BC
\text{arc } AB = 60^\circ \implies \text{arc } BC = 60^",30° || 30° || 30°
